Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
92,IBU,1036,American Barleywine,368,Lower De Boom,,,,8.4
100,IBU,1160,American Barleywine,309,Old Devil's Tooth,,,,
,IBU,1909,American Barleywine,274,Big Chuck Barleywine,,,,
0.099,AP,1036,American Barleywine,368,Lower De Boom,,,,8.4
0.099,AP,1160,American Barleywine,309,Old Devil's Tooth,,,,
0.099,AP,1909,American Barleywine,274,Big Chuck Barleywine,,,,
65,IBU,173,American Black Ale,368,Back in Black,,,,
85,IBU,383,American Black Ale,530,,Black Adder IBA (Current),,,
71,IBU,556,American Black Ale,515,,Eclipse Black IPA,,,
80,IBU,729,American Black Ale,277,Midnight Ryder,,,,
,IBU,731,American Black Ale,491,,Kaleidoscope Collaboration 2012,,,
,IBU,746,American Black Ale,387,,CuDa Cascadian Dark Ale (2012),,,
55,IBU,883,American Black Ale,397,,CAPT Black IPA,,,
,IBU,939,American Black Ale,489,,Toxic Sludge,,,
95,IBU,967,American Black Ale,392,Black IPA,,,,
34,IBU,1261,American Black Ale,75,Bent Paddle Black Ale,,,,
,IBU,1267,American Black Ale,10,,Black Rabbit,,,
65,IBU,1391,American Black Ale,419,Sanitas Black IPA,,,,
75,IBU,1393,American Black Ale,418,Cascadian Dark Ale,,,,
,IBU,1409,American Black Ale,413,,Heavy Machinery IPA Series #1: Heavy Fist,,,
55,IBU,1478,American Black Ale,397,CAPT Black IPA,,,,
,IBU,1536,American Black Ale,387,,CuDa Cascadian Dark Ale,,,
,IBU,1540,American Black Ale,314,,Masked Bandit IPA,,,
,IBU,1566,American Black Ale,206,,Next Adventure Black IPA,,,
,IBU,1631,American Black Ale,255,Brontide,,,,
77,IBU,1646,American Black Ale,350,,Catch 23,,,
80,IBU,1664,American Black Ale,256,,Sobek & Set,,,
85,IBU,1739,American Black Ale,61,,BLAKKR,,,
46,IBU,1747,American Black Ale,329,,Bronx Black Pale Ale,,,
,IBU,1841,American Black Ale,164,Alpha Blackback,,,,
85,IBU,1861,American Black Ale,128,BLAKKR,,,,
,IBU,1983,American Black Ale,255,Brontide,,,,
65,IBU,2013,American Black Ale,141,Wandering Pelican,,,,
100,IBU,2094,American Black Ale,222,,Epitome,,,
9,IBU,2151,American Black Ale,131,Onyx Black Ale,,,,
80,IBU,2227,American Black Ale,192,Dark Voyage Black IPA (2013),,,,
,IBU,2287,American Black Ale,60,Alter Ego,,,,
71,IBU,2313,American Black Ale,156,Mothman Black IPA,,,,
,IBU,2368,American Black Ale,130,Black Hop IPA,,,,
,IBU,2496,American Black Ale,75,Cold Press,,,,
,IBU,2607,American Black Ale,24,,Black Beer'd,,,
,IBU,2631,American Black Ale,13,Black,,,,
0.068,AP,173,American Black Ale,368,Back in Black,,,,
0.073,AP,383,American Black Ale,530,,Black Adder IBA (Current),,,
0.077,AP,556,American Black Ale,515,,Eclipse Black IPA,,,
0.065,AP,729,American Black Ale,277,Midnight Ryder,,,,
,AP,731,American Black Ale,491,,Kaleidoscope Collaboration 2012,,,
0.074,AP,746,American Black Ale,387,,CuDa Cascadian Dark Ale (2012),,,
0.073,AP,883,American Black Ale,397,,CAPT Black IPA,,,
0.07,AP,939,American Black Ale,489,,Toxic Sludge,,,
0.071,AP,967,American Black Ale,392,Black IPA,,,,
0.06,AP,1261,American Black Ale,75,Bent Paddle Black Ale,,,,
0.05,AP,1267,American Black Ale,10,,Black Rabbit,,,
0.068,AP,1391,American Black Ale,419,Sanitas Black IPA,,,,
0.06,AP,1393,American Black Ale,418,Cascadian Dark Ale,,,,
0.07,AP,1409,American Black Ale,413,,Heavy Machinery IPA Series #1: Heavy Fist,,,
0.073,AP,1478,American Black Ale,397,CAPT Black IPA,,,,
0.074,AP,1536,American Black Ale,387,,CuDa Cascadian Dark Ale,,,
0.07,AP,1540,American Black Ale,314,,Masked Bandit IPA,,,
0.062,AP,1566,American Black Ale,206,,Next Adventure Black IPA,,,
0.05,AP,1631,American Black Ale,255,Brontide,,,,
0.075,AP,1646,American Black Ale,350,,Catch 23,,,
0.08,AP,1664,American Black Ale,256,,Sobek & Set,,,
0.099,AP,1739,American Black Ale,61,,BLAKKR,,,
0.057,AP,1747,American Black Ale,329,,Bronx Black Pale Ale,,,
0.072,AP,1841,American Black Ale,164,Alpha Blackback,,,,
0.099,AP,1861,American Black Ale,128,BLAKKR,,,,
0.05,AP,1983,American Black Ale,255,Brontide,,,,
0.082,AP,2013,American Black Ale,141,Wandering Pelican,,,,
0.099,AP,2094,American Black Ale,222,,Epitome,,,
0.052,AP,2151,American Black Ale,131,Onyx Black Ale,,,,
0.065,AP,2227,American Black Ale,192,Dark Voyage Black IPA (2013),,,,
0.055,AP,2287,American Black Ale,60,Alter Ego,,,,
0.067,AP,2313,American Black Ale,156,Mothman Black IPA,,,,
0.068,AP,2368,American Black Ale,130,Black Hop IPA,,,,
0.06,AP,2496,American Black Ale,75,Cold Press,,,,
0.068,AP,2607,American Black Ale,24,,Black Beer'd,,,
0.058,AP,2631,American Black Ale,13,Black,,,,
20,IBU,44,American Blonde Ale,118,Bombshell Blonde,,,,
,IBU,58,American Blonde Ale,84,Pick Axe Blonde Ale,,,,
,IBU,70,American Blonde Ale,264,True Blonde Ale,,,,
,IBU,149,American Blonde Ale,327,,Gossamer Golden Ale,,,
,IBU,168,American Blonde Ale,336,Summer Honey,,,,
25,IBU,169,American Blonde Ale,182,,Horny Toad Cerveza (2013),,,
,IBU,219,American Blonde Ale,386,Miner's Gold,,,,
,IBU,323,American Blonde Ale,550,,Wind River Blonde Ale,,,
,IBU,350,American Blonde Ale,256,,Golden Wing Blonde Ale,,,
19,IBU,362,American Blonde Ale,449,Blacktop Blonde,,,,
22,IBU,389,American Blonde Ale,165,,Great Crescent Blonde Ale (2011),,,
10,IBU,421,American Blonde Ale,366,Mustang Golden Ale,,,,
,IBU,484,American Blonde Ale,174,NOLA Blonde Ale,,,,
20,IBU,498,American Blonde Ale,198,Double D Blonde (2011),,,,
,IBU,506,American Blonde Ale,535,Great Falls Select Pale Ale,,,,
18,IBU,529,American Blonde Ale,152,Tin Roof Blonde Ale,,,,
8,IBU,534,American Blonde Ale,72,Dirty Blonde Ale,,,,
20,IBU,559,American Blonde Ale,527,Jon Boat Coastal Ale,,,,
27,IBU,597,American Blonde Ale,523,This Season's Blonde,,,,
19,IBU,622,American Blonde Ale,449,,,Blacktop Blonde,,
,IBU,654,American Blonde Ale,387,,Undun Blonde Ale (2012),,,
16,IBU,667,American Blonde Ale,489,Blue Point Summer Ale,,,,
,IBU,684,American Blonde Ale,131,Drop Dead Blonde,,,,
,IBU,700,American Blonde Ale,456,,The Farmer's Daughter,,,
,IBU,709,American Blonde Ale,386,,Miner's Gold,,,
,IBU,716,American Blonde Ale,515,,Trigger Blonde Ale,,,
20,IBU,724,American Blonde Ale,362,,Hilliard's Blonde,,,
,IBU,727,American Blonde Ale,385,Shipyard Export,,,,
12,IBU,773,American Blonde Ale,299,Blueberry Blonde Ale,,,,
,IBU,782,American Blonde Ale,504,Carolina Blonde Light (2005),,,,
,IBU,783,American Blonde Ale,504,Carolina Blonde (2006),,,,
,IBU,784,American Blonde Ale,504,Carolina Lighthouse (2007),,,,
,IBU,798,American Blonde Ale,107,,Brush Creek Blonde,,,
21,IBU,830,American Blonde Ale,128,Firemans #4 Blonde Ale (2015),,,,
20,IBU,856,American Blonde Ale,118,,Bombshell Blonde,,,
,IBU,868,American Blonde Ale,497,THP Light (2006),,,,
,IBU,900,American Blonde Ale,301,,Celestial Blonde Ale,,,
,IBU,922,American Blonde Ale,492,Sunsplash Golden Ale (2004),,,,
23,IBU,946,American Blonde Ale,127,Dallas Blonde,,,,
21,IBU,968,American Blonde Ale,482,,Farmer John's Multi-Grain Ale,,,
27,IBU,971,American Blonde Ale,361,Phat Chance,,,,
,IBU,981,American Blonde Ale,279,Barstool American Golden Ale,,,,
25,IBU,1005,American Blonde Ale,110,,5:00 O'Clock Afternoon Ale,,,
50,IBU,1086,American Blonde Ale,128,Four Squared (2015),,,,
,IBU,1103,American Blonde Ale,43,Babbling Blonde,,,,
20,IBU,1118,American Blonde Ale,133,,Suzy B Dirty Blonde Ale,,,
,IBU,1152,American Blonde Ale,309,Galena Golden,,,,
,IBU,1154,American Blonde Ale,463,Terlingua Gold,,,,
46,IBU,1159,American Blonde Ale,453,Mother Ale,,,,
,IBU,1185,American Blonde Ale,379,,Bring Back the Beach Blonde Ale,,,
15,IBU,1187,American Blonde Ale,458,Peninsula Brewers Reserve (PBR),,,,
17,IBU,1212,American Blonde Ale,159,SUM'R,,,,
,IBU,1219,American Blonde Ale,452,All American Blonde Ale,,,,
,IBU,1275,American Blonde Ale,365,Dirty Blonde Chocolate Ale,,,,
,IBU,1301,American Blonde Ale,212,Easy Livin' Summer Ale,,,,
16,IBU,1325,American Blonde Ale,393,Big Rod Coconut Ale,,,,
18,IBU,1335,American Blonde Ale,314,,Float Trip Ale,,,
,IBU,1343,American Blonde Ale,251,Barrio Tucson Blonde,,,,
18,IBU,1361,American Blonde Ale,248,Half Full Bright Ale,,,,
20,IBU,1390,American Blonde Ale,198,Double D Blonde (2013),,,,
17,IBU,1407,American Blonde Ale,415,Tybee Island Blonde,,,,
,IBU,1411,American Blonde Ale,407,Sawtooth Ale,,,,
,IBU,1421,American Blonde Ale,107,Live Local Golden Ale,,,,
,IBU,1426,American Blonde Ale,235,Back East Golden Ale,,,,
,IBU,1446,American Blonde Ale,365,Great River Golden Ale,,,,
11,IBU,1477,American Blonde Ale,398,,Oval Beach Blonde Ale,,,
,IBU,1500,American Blonde Ale,107,Moe's Original Bar B Que 'Bama Brew Golden Ale,,,,
,IBU,1523,American Blonde Ale,32,Casper White Stout,,,,
,IBU,1537,American Blonde Ale,387,,Undun Blonde Ale,,,
,IBU,1548,American Blonde Ale,107,Slow & Steady Golden Ale,,,,
,IBU,1665,American Blonde Ale,102,King Street Blonde Ale,,,,
25,IBU,1672,American Blonde Ale,346,Riverwalk Blonde Ale,,,,
22,IBU,1699,American Blonde Ale,165,,Great Crescent Blonde Ale,,,
21,IBU,1718,American Blonde Ale,128,Firemans #4 Blonde Ale (2013),,,,
20,IBU,1733,American Blonde Ale,48,805,,,,
,IBU,1735,American Blonde Ale,333,Sprocket Blonde Ale (2006),,,,
,IBU,1789,American Blonde Ale,315,,Lost River Blonde Ale,,,
15,IBU,1809,American Blonde Ale,227,The Tradition,,,,
25,IBU,1851,American Blonde Ale,93,Cougar,,,,
20,IBU,1872,American Blonde Ale,287,Local Buzz,,,,
28,IBU,1907,American Blonde Ale,276,Montauk Summer Ale,,,,
10,IBU,1927,American Blonde Ale,267,,Beach Blonde,,,
15,IBU,1934,American Blonde Ale,30,SunSpot Golden Ale,,,,
,IBU,1957,American Blonde Ale,48,805 Blonde Ale,,,,
30,IBU,2042,American Blonde Ale,241,Kadigan,,,,
15,IBU,2076,American Blonde Ale,228,Boathouse Blonde,,,,
40,IBU,2125,American Blonde Ale,214,1836,,,,
,IBU,2183,American Blonde Ale,204,Kaua'i Golden Ale,,,,
22,IBU,2184,American Blonde Ale,203,Humpback Blonde Ale,,,,
20,IBU,2195,American Blonde Ale,198,Double D Blonde,,,,
18,IBU,2209,American Blonde Ale,91,Sol Drifter,,,,
25,IBU,2214,American Blonde Ale,182,,Horny Toad Cerveza,,,
21,IBU,2237,American Blonde Ale,188,Towhead,,,,
27,IBU,2284,American Blonde Ale,16,,Hinchtown Hammer Down,,,
25,IBU,2293,American Blonde Ale,169,Aviator Raspberry Blonde,,,,
20,IBU,2296,American Blonde Ale,133,Suzy B Dirty Blonde Ale,,,,
22,IBU,2303,American Blonde Ale,165,,Beer Agent Re-Ignition,,,
18,IBU,2319,American Blonde Ale,153,Knotty Blonde Ale,,,,
,IBU,2321,American Blonde Ale,152,Turnrow Harvest Ale,,,,
,IBU,2376,American Blonde Ale,123,Summer Ale,,,,
16,IBU,2412,American Blonde Ale,112,Deception,,,,
19,IBU,2510,American Blonde Ale,69,,Honey Badger Blonde,,,
17,IBU,2516,American Blonde Ale,68,,Farmer's Daughter Blonde,,,
,IBU,2518,American Blonde Ale,67,Beach Blonde,,,,
18,IBU,2544,American Blonde Ale,60,Send Help,,,,
27,IBU,2556,American Blonde Ale,53,Nordic Blonde,,,,
23,IBU,2604,American Blonde Ale,26,,Blonde Czich,,,
15,IBU,2632,American Blonde Ale,13,Gold,,,,
0.05,AP,44,American Blonde Ale,118,Bombshell Blonde,,,,
,AP,58,American Blonde Ale,84,Pick Axe Blonde Ale,,,,
0.053,AP,70,American Blonde Ale,264,True Blonde Ale,,,,
0.042,AP,149,American Blonde Ale,327,,Gossamer Golden Ale,,,
0.047,AP,168,American Blonde Ale,336,Summer Honey,,,,
0.053,AP,169,American Blonde Ale,182,,Horny Toad Cerveza (2013),,,
,AP,219,American Blonde Ale,386,Miner's Gold,,,,
0.05,AP,323,American Blonde Ale,550,,Wind River Blonde Ale,,,
0.047,AP,350,American Blonde Ale,256,,Golden Wing Blonde Ale,,,
0.05,AP,362,American Blonde Ale,449,Blacktop Blonde,,,,
0.053,AP,389,American Blonde Ale,165,,Great Crescent Blonde Ale (2011),,,
0.053,AP,421,American Blonde Ale,366,Mustang Golden Ale,,,,
0.049,AP,484,American Blonde Ale,174,NOLA Blonde Ale,,,,
0.049,AP,498,American Blonde Ale,198,Double D Blonde (2011),,,,
,AP,506,American Blonde Ale,535,Great Falls Select Pale Ale,,,,
0.045,AP,529,American Blonde Ale,152,Tin Roof Blonde Ale,,,,
0.045,AP,534,American Blonde Ale,72,Dirty Blonde Ale,,,,
0.045,AP,559,American Blonde Ale,527,Jon Boat Coastal Ale,,,,
0.056,AP,597,American Blonde Ale,523,This Season's Blonde,,,,
0.05,AP,622,American Blonde Ale,449,,,Blacktop Blonde,,
0.053,AP,654,American Blonde Ale,387,,Undun Blonde Ale (2012),,,
0.044,AP,667,American Blonde Ale,489,Blue Point Summer Ale,,,,
0.035,AP,684,American Blonde Ale,131,Drop Dead Blonde,,,,
0.048,AP,700,American Blonde Ale,456,,The Farmer's Daughter,,,
0.05,AP,709,American Blonde Ale,386,,Miner's Gold,,,
0.048,AP,716,American Blonde Ale,515,,Trigger Blonde Ale,,,
0.049,AP,724,American Blonde Ale,362,,Hilliard's Blonde,,,
0.051,AP,727,American Blonde Ale,385,Shipyard Export,,,,
0.05,AP,773,American Blonde Ale,299,Blueberry Blonde Ale,,,,
0.035,AP,782,American Blonde Ale,504,Carolina Blonde Light (2005),,,,
0.05,AP,783,American Blonde Ale,504,Carolina Blonde (2006),,,,
0.04,AP,784,American Blonde Ale,504,Carolina Lighthouse (2007),,,,
0.048,AP,798,American Blonde Ale,107,,Brush Creek Blonde,,,
0.051,AP,830,American Blonde Ale,128,Firemans #4 Blonde Ale (2015),,,,
0.05,AP,856,American Blonde Ale,118,,Bombshell Blonde,,,
,AP,868,American Blonde Ale,497,THP Light (2006),,,,
0.065,AP,900,American Blonde Ale,301,,Celestial Blonde Ale,,,
0.045,AP,922,American Blonde Ale,492,Sunsplash Golden Ale (2004),,,,
0.052,AP,946,American Blonde Ale,127,Dallas Blonde,,,,
0.056,AP,968,American Blonde Ale,482,,Farmer John's Multi-Grain Ale,,,
0.052,AP,971,American Blonde Ale,361,Phat Chance,,,,
0.045,AP,981,American Blonde Ale,279,Barstool American Golden Ale,,,,
0.05,AP,1005,American Blonde Ale,110,,5:00 O'Clock Afternoon Ale,,,
0.06,AP,1086,American Blonde Ale,128,Four Squared (2015),,,,
0.053,AP,1103,American Blonde Ale,43,Babbling Blonde,,,,
0.05,AP,1118,American Blonde Ale,133,,Suzy B Dirty Blonde Ale,,,
0.043,AP,1152,American Blonde Ale,309,Galena Golden,,,,
0.06,AP,1154,American Blonde Ale,463,Terlingua Gold,,,,
0.056,AP,1159,American Blonde Ale,453,Mother Ale,,,,
0.055,AP,1185,American Blonde Ale,379,,Bring Back the Beach Blonde Ale,,,
0.05,AP,1187,American Blonde Ale,458,Peninsula Brewers Reserve (PBR),,,,
0.04,AP,1212,American Blonde Ale,159,SUM'R,,,,
0.05,AP,1219,American Blonde Ale,452,All American Blonde Ale,,,,
0.048,AP,1275,American Blonde Ale,365,Dirty Blonde Chocolate Ale,,,,
0.045,AP,1301,American Blonde Ale,212,Easy Livin' Summer Ale,,,,
0.053,AP,1325,American Blonde Ale,393,Big Rod Coconut Ale,,,,
0.045,AP,1335,American Blonde Ale,314,,Float Trip Ale,,,
0.045,AP,1343,American Blonde Ale,251,Barrio Tucson Blonde,,,,
0.052,AP,1361,American Blonde Ale,248,Half Full Bright Ale,,,,
0.049,AP,1390,American Blonde Ale,198,Double D Blonde (2013),,,,
0.047,AP,1407,American Blonde Ale,415,Tybee Island Blonde,,,,
0.054,AP,1411,American Blonde Ale,407,Sawtooth Ale,,,,
0.047,AP,1421,American Blonde Ale,107,Live Local Golden Ale,,,,
0.049,AP,1426,American Blonde Ale,235,Back East Golden Ale,,,,
0.048,AP,1446,American Blonde Ale,365,Great River Golden Ale,,,,
0.05,AP,1477,American Blonde Ale,398,,Oval Beach Blonde Ale,,,
0.047,AP,1500,American Blonde Ale,107,Moe's Original Bar B Que 'Bama Brew Golden Ale,,,,
0.06,AP,1523,American Blonde Ale,32,Casper White Stout,,,,
0.053,AP,1537,American Blonde Ale,387,,Undun Blonde Ale,,,
0.047,AP,1548,American Blonde Ale,107,Slow & Steady Golden Ale,,,,
0.049,AP,1665,American Blonde Ale,102,King Street Blonde Ale,,,,
0.06,AP,1672,American Blonde Ale,346,Riverwalk Blonde Ale,,,,
0.053,AP,1699,American Blonde Ale,165,,Great Crescent Blonde Ale,,,
0.051,AP,1718,American Blonde Ale,128,Firemans #4 Blonde Ale (2013),,,,
0.047,AP,1733,American Blonde Ale,48,805,,,,
0.05,AP,1735,American Blonde Ale,333,Sprocket Blonde Ale (2006),,,,
0.049,AP,1789,American Blonde Ale,315,,Lost River Blonde Ale,,,
0.05,AP,1809,American Blonde Ale,227,The Tradition,,,,
0.048,AP,1851,American Blonde Ale,93,Cougar,,,,
0.052,AP,1872,American Blonde Ale,287,Local Buzz,,,,
0.056,AP,1907,American Blonde Ale,276,Montauk Summer Ale,,,,
0.049,AP,1927,American Blonde Ale,267,,Beach Blonde,,,
0.05,AP,1934,American Blonde Ale,30,SunSpot Golden Ale,,,,
0.047,AP,1957,American Blonde Ale,48,805 Blonde Ale,,,,
0.056,AP,2042,American Blonde Ale,241,Kadigan,,,,
0.049,AP,2076,American Blonde Ale,228,Boathouse Blonde,,,,
0.06,AP,2125,American Blonde Ale,214,1836,,,,
0.049,AP,2183,American Blonde Ale,204,Kaua'i Golden Ale,,,,
0.042,AP,2184,American Blonde Ale,203,Humpback Blonde Ale,,,,
0.049,AP,2195,American Blonde Ale,198,Double D Blonde,,,,
0.043,AP,2209,American Blonde Ale,91,Sol Drifter,,,,
0.053,AP,2214,American Blonde Ale,182,,Horny Toad Cerveza,,,
0.052,AP,2237,American Blonde Ale,188,Towhead,,,,
0.05,AP,2284,American Blonde Ale,16,,Hinchtown Hammer Down,,,
0.049,AP,2293,American Blonde Ale,169,Aviator Raspberry Blonde,,,,
0.05,AP,2296,American Blonde Ale,133,Suzy B Dirty Blonde Ale,,,,
0.053,AP,2303,American Blonde Ale,165,,Beer Agent Re-Ignition,,,
0.04,AP,2319,American Blonde Ale,153,Knotty Blonde Ale,,,,
0.055,AP,2321,American Blonde Ale,152,Turnrow Harvest Ale,,,,
0.049,AP,2376,American Blonde Ale,123,Summer Ale,,,,
0.045,AP,2412,American Blonde Ale,112,Deception,,,,
0.047,AP,2510,American Blonde Ale,69,,Honey Badger Blonde,,,
0.051,AP,2516,American Blonde Ale,68,,Farmer's Daughter Blonde,,,
0.05,AP,2518,American Blonde Ale,67,Beach Blonde,,,,
0.045,AP,2544,American Blonde Ale,60,Send Help,,,,
0.057,AP,2556,American Blonde Ale,53,Nordic Blonde,,,,
0.049,AP,2604,American Blonde Ale,26,,Blonde Czich,,,
0.048,AP,2632,American Blonde Ale,13,Gold,,,,
45,IBU,16,American Brown Ale,61,,Bender,,,
45,IBU,17,American Brown Ale,61,,Coffee Bender,,,
26,IBU,34,American Brown Ale,336,Moose Drool Brown Ale (2009),,,,
,IBU,59,American Brown Ale,84,Lift Bridge Brown Ale,,,,
,IBU,60,American Brown Ale,84,Widow Maker Black Ale,,,,
22,IBU,103,American Brown Ale,45,,Tallgrass Ale,,,
17,IBU,106,American Brown Ale,37,Ellie’s Brown Ale,,,,
,IBU,212,American Brown Ale,551,Bear Ass Brown,,,,
36,IBU,308,American Brown Ale,478,Good People American Brown Ale,,,,
,IBU,352,American Brown Ale,327,,Over Ale,,,
32,IBU,357,American Brown Ale,131,2012 Black Ale,,,,
22,IBU,382,American Brown Ale,546,,Common Sense Kentucky Common Ale,,,
20,IBU,519,American Brown Ale,190,SoDo Brown Ale,,,,
,IBU,543,American Brown Ale,522,,Bacon Brown Ale,,,
25,IBU,571,American Brown Ale,141,Maduro Brown Ale,,,,
24,IBU,586,American Brown Ale,223,Kodiak Brown Ale,,,,
36,IBU,649,American Brown Ale,165,,Great Crescent Brown Ale,,,
22,IBU,655,American Brown Ale,365,,Farmer Brown Ale,,,
,IBU,719,American Brown Ale,514,,Sweet Georgia Brown,,,
,IBU,734,American Brown Ale,503,Leroy (2005),,,,
26,IBU,767,American Brown Ale,336,Moose Drool Brown Ale (2011),,,,
25,IBU,775,American Brown Ale,307,Mutton Buster,,,,
47,IBU,778,American Brown Ale,46,,Brownstone,,,
,IBU,933,American Brown Ale,166,,The Deuce,,,
,IBU,934,American Brown Ale,25,,The Deuce,,,
,IBU,973,American Brown Ale,480,Face Down Brown Ale,,,,
20,IBU,991,American Brown Ale,240,,Get Up Offa That Brown,,,
,IBU,996,American Brown Ale,107,Demshitz Brown Ale,,,,
,IBU,1008,American Brown Ale,400,Macon History Ale,,,,
12,IBU,1009,American Brown Ale,45,,Tallgrass Pub Ale,,,
55,IBU,1021,American Brown Ale,475,Watership Brown Ale,,,,
26,IBU,1058,American Brown Ale,471,,33 Select Brown Ale,,,
30,IBU,1077,American Brown Ale,428,Schlafly American Brown Ale,,,,
,IBU,1107,American Brown Ale,465,Nut Sack Imperial Brown Ale,,,,
32,IBU,1125,American Brown Ale,91,Gnarly Brown,,,,
,IBU,1188,American Brown Ale,378,Duke's Cold Nose Brown Ale,,,,
,IBU,1321,American Brown Ale,380,Brewerhood Brown Ale,,,,
,IBU,1364,American Brown Ale,361,Big Bowl Blonde Ale,,,,
55,IBU,1406,American Brown Ale,415,Savannah Brown Ale,,,,
,IBU,1441,American Brown Ale,407,Blown Out Brown,,,,
,IBU,1476,American Brown Ale,399,,Squeaky Bike Nut Brown Ale,,,
65,IBU,1487,American Brown Ale,301,,Falling Down Brown Ale,,,
,IBU,1496,American Brown Ale,12,Coconut Brown Ale,,,,
30,IBU,1507,American Brown Ale,393,Gator Tail Brown Ale,,,,
22,IBU,1574,American Brown Ale,365,,Barrel Aged Farmer,,,
20,IBU,1578,American Brown Ale,375,Lahaina Town Brown,,,,
,IBU,1602,American Brown Ale,212,Bear Butte Nut Brown Ale,,,,
49,IBU,1671,American Brown Ale,346,Gillespie Brown Ale,,,,
,IBU,1683,American Brown Ale,252,Dread Brown Ale,,,,
26,IBU,1711,American Brown Ale,336,Moose Drool Brown Ale,,,,
