Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
0.048,AP,969,German Pilsener,482,,Capital Gold Golden Lager,,,
0.05,AP,1046,German Pilsener,326,Golden Pilsner,,,,
0.053,AP,1091,German Pilsener,128,Hans' Pils (2015),,,,
0.057,AP,1134,German Pilsener,327,,Pony Pilsner,,,
0.046,AP,1161,German Pilsener,127,Rye Pils Session Lager,,,,
0.05,AP,1169,German Pilsener,435,Ol' Factory Pils,,,,
0.05,AP,1253,German Pilsener,75,Venture Pils,,,,
0.047,AP,1262,German Pilsener,443,Marble Pilsner,,,,
0.086,AP,1291,German Pilsener,143,,Narragansett Bohemian Pilsner,,,
0.052,AP,1303,German Pilsener,380,6-4-3 Double Play Pilsner,,,,
0.045,AP,1304,German Pilsener,431,Slimy Pebble Pils,,,,
0.054,AP,1314,German Pilsener,25,,Popcorn Pilsner,,,
0.054,AP,1388,German Pilsener,46,,The Crisp,,,
0.042,AP,1544,German Pilsener,383,Starr Pils,,,,
0.048,AP,1757,German Pilsener,325,Trauger Pilsner,,,,
0.045,AP,1794,German Pilsener,205,People's Pilsner,,,,
0.054,AP,1963,German Pilsener,258,Wonderstuff,,,,
0.052,AP,2036,German Pilsener,244,,Getaway,,,
0.054,AP,2065,German Pilsener,230,Fisherman's Pils,,,,
0.053,AP,2462,German Pilsener,48,Pivo Pils,,,,
0.052,AP,2474,German Pilsener,83,Nooner,,,,
0.055,AP,2568,German Pilsener,49,Take Two Pils,,,,
0.048,AP,2583,German Pilsener,41,,Vermont Pilsner,,,
0.05,AP,2682,German Pilsener,1,,Rules are Rules,,,
10,IBU,1172,Gose,461,,Mo's Gose,,,
5,IBU,1312,Gose,384,Westbrook Gose,,,,
,IBU,1738,Gose,171,"the Kimmie, the Yink and the Holy Gose",,,,
12,IBU,2021,Gose,57,Here Gose Nothin',,,,
,IBU,2291,Gose,171,Blood Orange Gose,,,,
5,IBU,2370,Gose,128,18th Anniversary Gose,,,,
16,IBU,2479,Gose,46,Jammer,,,,
10,IBU,2506,Gose,71,Old Pro,,,,
,IBU,2580,Gose,42,,Gose,,,
8,IBU,2584,Gose,41,,Gose,,,
0.052,AP,1172,Gose,461,,Mo's Gose,,,
0.04,AP,1312,Gose,384,Westbrook Gose,,,,
0.048,AP,1738,Gose,171,"the Kimmie, the Yink and the Holy Gose",,,,
0.05,AP,2021,Gose,57,Here Gose Nothin',,,,
0.042,AP,2291,Gose,171,Blood Orange Gose,,,,
0.044,AP,2370,Gose,128,18th Anniversary Gose,,,,
0.042,AP,2479,Gose,46,Jammer,,,,
0.042,AP,2506,Gose,71,Old Pro,,,,
0.035,AP,2580,Gose,42,,Gose,,,
0.046,AP,2584,Gose,41,,Gose,,,
25,IBU,1363,Grisette,371,Grisette,,,,
0.056,AP,1363,Grisette,371,Grisette,,,,
11,IBU,22,Hefeweizen,371,Royal Weisse Ale,,,,
,IBU,52,Hefeweizen,556,Heinnieweisse Weissebier,,,,
18,IBU,82,Hefeweizen,544,,Haywire Hefeweizen (2010),,,
,IBU,131,Hefeweizen,507,Dry Heat Hefeweizen (2006),,,,
15,IBU,286,Hefeweizen,30,SanTan HefeWeizen (2010),,,,
28,IBU,361,Hefeweizen,449,TailGate Hefeweizen,,,,
18,IBU,399,Hefeweizen,544,Pyramid Hefeweizen (2011),,,,
,IBU,408,Hefeweizen,540,Sunny Haze,,,,
15,IBU,464,Hefeweizen,125,Weisse Versa,,,,
,IBU,472,Hefeweizen,537,Miner's Gold Hefeweizen,,,,
,IBU,524,Hefeweizen,531,,Dolores River Hefeweizen,,,
15,IBU,548,Hefeweizen,240,,Golden Road Hefeweizen (2012),,,
16,IBU,588,Hefeweizen,428,Schlafly Hefeweizen,,,,
28,IBU,623,Hefeweizen,449,,,TailGate Hefeweizen,,
12,IBU,872,Hefeweizen,496,Dry Dock Hefeweizen,,,,
15,IBU,1072,Hefeweizen,30,SanTan HefeWeizen,,,,
13,IBU,1113,Hefeweizen,303,Elder Betty,,,,
10,IBU,1147,Hefeweizen,337,EOS Hefeweizen,,,,
,IBU,1155,Hefeweizen,463,Big Bend Hefeweizen,,,,
,IBU,1204,Hefeweizen,456,,Hips Don't Lie,,,
11,IBU,1263,Hefeweizen,227,El Hefe Speaks,,,,
,IBU,1285,Hefeweizen,435,,No Limits Hefeweizen,,,
25,IBU,1288,Hefeweizen,219,Bozone Hefe Weizen,,,,
,IBU,1430,Hefeweizen,148,Helios Hefeweizen (2013),,,,
15,IBU,1489,Hefeweizen,240,,Golden Road Hefeweizen,,,
10,IBU,1666,Hefeweizen,102,King Street Hefeweizen,,,,
,IBU,1721,Hefeweizen,148,Heliocentric Hefeweizen,,,,
15,IBU,1741,Hefeweizen,332,,A Slice of Hefen,,,
42,IBU,1778,Hefeweizen,292,,On the Count of 3 (2015),,,
30,IBU,1836,Hefeweizen,296,Widmer Brothers Hefeweizen,,,,
30,IBU,1837,Hefeweizen,296,Hefe Black,,,,
8,IBU,1897,Hefeweizen,112,Black Market Hefeweizen,,,,
15,IBU,2060,Hefeweizen,233,Weize Guy,,,,
11,IBU,2327,Hefeweizen,149,Shotgun Betty,,,,
16,IBU,2374,Hefeweizen,125,Weisse Versa (2012),,,,
17,IBU,2384,Hefeweizen,120,Laka Laka Pineapple,,,,
,IBU,2480,Hefeweizen,32,Healani,,,,
,IBU,2547,Hefeweizen,59,Beach Cruiser,,,,
16,IBU,2550,Hefeweizen,57,Weissenheimer,,,,
,IBU,2551,Hefeweizen,49,Waterkeeper,,,,
0.056,AP,22,Hefeweizen,371,Royal Weisse Ale,,,,
0.049,AP,52,Hefeweizen,556,Heinnieweisse Weissebier,,,,
0.052,AP,82,Hefeweizen,544,,Haywire Hefeweizen (2010),,,
0.055,AP,131,Hefeweizen,507,Dry Heat Hefeweizen (2006),,,,
0.05,AP,286,Hefeweizen,30,SanTan HefeWeizen (2010),,,,
0.049,AP,361,Hefeweizen,449,TailGate Hefeweizen,,,,
0.052,AP,399,Hefeweizen,544,Pyramid Hefeweizen (2011),,,,
0.05,AP,408,Hefeweizen,540,Sunny Haze,,,,
0.052,AP,464,Hefeweizen,125,Weisse Versa,,,,
0.05,AP,472,Hefeweizen,537,Miner's Gold Hefeweizen,,,,
,AP,524,Hefeweizen,531,,Dolores River Hefeweizen,,,
0.046,AP,548,Hefeweizen,240,,Golden Road Hefeweizen (2012),,,
0.041,AP,588,Hefeweizen,428,Schlafly Hefeweizen,,,,
0.049,AP,623,Hefeweizen,449,,,TailGate Hefeweizen,,
0.043,AP,872,Hefeweizen,496,Dry Dock Hefeweizen,,,,
0.05,AP,1072,Hefeweizen,30,SanTan HefeWeizen,,,,
0.055,AP,1113,Hefeweizen,303,Elder Betty,,,,
0.048,AP,1147,Hefeweizen,337,EOS Hefeweizen,,,,
0.056,AP,1155,Hefeweizen,463,Big Bend Hefeweizen,,,,
0.062,AP,1204,Hefeweizen,456,,Hips Don't Lie,,,
0.053,AP,1263,Hefeweizen,227,El Hefe Speaks,,,,
0.05,AP,1285,Hefeweizen,435,,No Limits Hefeweizen,,,
0.06,AP,1288,Hefeweizen,219,Bozone Hefe Weizen,,,,
0.047,AP,1430,Hefeweizen,148,Helios Hefeweizen (2013),,,,
0.046,AP,1489,Hefeweizen,240,,Golden Road Hefeweizen,,,
0.057,AP,1666,Hefeweizen,102,King Street Hefeweizen,,,,
0.047,AP,1721,Hefeweizen,148,Heliocentric Hefeweizen,,,,
0.054,AP,1741,Hefeweizen,332,,A Slice of Hefen,,,
0.07,AP,1778,Hefeweizen,292,,On the Count of 3 (2015),,,
0.049,AP,1836,Hefeweizen,296,Widmer Brothers Hefeweizen,,,,
0.049,AP,1837,Hefeweizen,296,Hefe Black,,,,
0.05,AP,1897,Hefeweizen,112,Black Market Hefeweizen,,,,
0.05,AP,2060,Hefeweizen,233,Weize Guy,,,,
0.058,AP,2327,Hefeweizen,149,Shotgun Betty,,,,
0.052,AP,2374,Hefeweizen,125,Weisse Versa (2012),,,,
0.051,AP,2384,Hefeweizen,120,Laka Laka Pineapple,,,,
0.045,AP,2480,Hefeweizen,32,Healani,,,,
0.045,AP,2547,Hefeweizen,59,Beach Cruiser,,,,
0.052,AP,2550,Hefeweizen,57,Weissenheimer,,,,
0.057,AP,2551,Hefeweizen,49,Waterkeeper,,,,
35,IBU,27,Herbed / Spiced Beer,530,,Original Orange Blossom Ale (Current),,,
31,IBU,418,Herbed / Spiced Beer,44,Fistmas Ale,,,,
15,IBU,609,Herbed / Spiced Beer,44,Rosa Hibiscus Ale,,,,
,IBU,839,Herbed / Spiced Beer,30,Rail Slide Imperial Spiced Ale,,,,
,IBU,1554,Herbed / Spiced Beer,381,Bermuda Triangle Ginger Beer,,,,
15,IBU,1649,Herbed / Spiced Beer,350,,Chai Ale,,,
,IBU,1804,Herbed / Spiced Beer,212,Mjöllnir,,,,
15,IBU,2059,Herbed / Spiced Beer,234,UFO Gingerland,,,,
,IBU,2439,Herbed / Spiced Beer,100,Christmas Ale,,,,
0.058,AP,27,Herbed / Spiced Beer,530,,Original Orange Blossom Ale (Current),,,
0.061,AP,418,Herbed / Spiced Beer,44,Fistmas Ale,,,,
0.058,AP,609,Herbed / Spiced Beer,44,Rosa Hibiscus Ale,,,,
0.081,AP,839,Herbed / Spiced Beer,30,Rail Slide Imperial Spiced Ale,,,,
0.045,AP,1554,Herbed / Spiced Beer,381,Bermuda Triangle Ginger Beer,,,,
0.051,AP,1649,Herbed / Spiced Beer,350,,Chai Ale,,,
0.066,AP,1804,Herbed / Spiced Beer,212,Mjöllnir,,,,
0.052,AP,2059,Herbed / Spiced Beer,234,UFO Gingerland,,,,
0.09,AP,2439,Herbed / Spiced Beer,100,Christmas Ale,,,,
,IBU,447,Irish Dry Stout,531,,Dolores River Dry Stout,,,
,IBU,826,Irish Dry Stout,499,,Mystical Stout,,,
27,IBU,1128,Irish Dry Stout,25,,Ring of Dingle,,,
55,IBU,1213,Irish Dry Stout,453,Chuli Stout,,,,
34,IBU,1890,Irish Dry Stout,281,,Lucky Buck,,,
,AP,447,Irish Dry Stout,531,,Dolores River Dry Stout,,,
0.054,AP,826,Irish Dry Stout,499,,Mystical Stout,,,
0.071,AP,1128,Irish Dry Stout,25,,Ring of Dingle,,,
0.059,AP,1213,Irish Dry Stout,453,Chuli Stout,,,,
0.04,AP,1890,Irish Dry Stout,281,,Lucky Buck,,,
30,IBU,189,Irish Red Ale,365,,Roller Dam Red Ale (2010),,,
,IBU,365,Irish Red Ale,440,,BRIK Irish Red Ale,,,
,IBU,599,Irish Red Ale,392,Santa Fe Irish Red Ale,,,,
30,IBU,864,Irish Red Ale,365,,Roller Dam Red Ale,,,
46,IBU,929,Irish Red Ale,453,Single Engine Red,,,,
22,IBU,950,Irish Red Ale,17,,Rivet Irish Red Ale,,,
30,IBU,1064,Irish Red Ale,365,,Owney Irish Style Red Ale,,,
23,IBU,1268,Irish Red Ale,441,,Rustic Red,,,
,IBU,1305,Irish Red Ale,431,Station 33 Firehouse Red,,,,
,IBU,1633,Irish Red Ale,175,Fat Badger,,,,
21,IBU,1800,Irish Red Ale,308,Rollin Dirty Red Ale,,,,
22,IBU,1913,Irish Red Ale,273,Hydraulion Red,,,,
0.054,AP,189,Irish Red Ale,365,,Roller Dam Red Ale (2010),,,
0.048,AP,365,Irish Red Ale,440,,BRIK Irish Red Ale,,,
0.045,AP,599,Irish Red Ale,392,Santa Fe Irish Red Ale,,,,
0.054,AP,864,Irish Red Ale,365,,Roller Dam Red Ale,,,
0.058,AP,929,Irish Red Ale,453,Single Engine Red,,,,
0.051,AP,950,Irish Red Ale,17,,Rivet Irish Red Ale,,,
0.05,AP,1064,Irish Red Ale,365,,Owney Irish Style Red Ale,,,
0.052,AP,1268,Irish Red Ale,441,,Rustic Red,,,
0.055,AP,1305,Irish Red Ale,431,Station 33 Firehouse Red,,,,
0.058,AP,1633,Irish Red Ale,175,Fat Badger,,,,
0.05,AP,1800,Irish Red Ale,308,Rollin Dirty Red Ale,,,,
0.053,AP,1913,Irish Red Ale,273,Hydraulion Red,,,,
17,IBU,92,Kölsch,119,Colorado Kölsch,,,,
,IBU,129,Kölsch,553,Heiner Brau Kölsch,,,,
,IBU,178,Kölsch,160,Sunbru Kölsch,,,,
28,IBU,192,Kölsch,234,Harpoon Summer Beer (2010),,,,
28,IBU,195,Kölsch,545,Lancaster German Style Kölsch,,,,
,IBU,427,Kölsch,179,Sky Blue Golden Ale,,,,
,IBU,475,Kölsch,537,Yellowstone Golden Ale,,,,
27,IBU,550,Kölsch,528,Rocket Girl,,,,
13,IBU,650,Kölsch,131,Three Kings Ale,,,,
23,IBU,681,Kölsch,472,,Summertime Ale,,,
22,IBU,696,Kölsch,441,,Old Town Ale,,,
28,IBU,769,Kölsch,234,Harpoon Summer Beer (2012),,,,
,IBU,1034,Kölsch,240,,Cabrillo Kölsch,,,
,IBU,1081,Kölsch,200,,Occidental Kölsch,,,
,IBU,1087,Kölsch,468,Side Kick Kölsch,,,,
20,IBU,1235,Kölsch,125,Love Street Summer Seasonal (2014),,,,
32,IBU,1300,Kölsch,433,Gateway Kolsch Style Ale,,,,
,IBU,1311,Kölsch,323,Geary's Summer Ale,,,,
28,IBU,1380,Kölsch,234,Harpoon Summer Beer,,,,
23,IBU,1401,Kölsch,34,Ballast Point Pale Ale,,,,
16,IBU,1408,Kölsch,414,Kölsch 151,,,,
25,IBU,1410,Kölsch,412,Sand Island Lighthouse,,,,
20,IBU,1452,Kölsch,405,,Laimas Kölsch Style Ale,,,
25,IBU,1514,Kölsch,199,Easy Day Kolsch,,,,
,IBU,1535,Kölsch,388,,Kentucky Kölsch,,,
28,IBU,1552,Kölsch,164,Dog Days Summer Ale,,,,
,IBU,1640,Kölsch,353,,Aslan Kölsch,,,
,IBU,1798,Kölsch,309,Thanksgiving Ale,,,,
11,IBU,1816,Kölsch,91,LIFT,,,,
22,IBU,1864,Kölsch,288,Saint Archer Blonde,,,,
20,IBU,1968,Kölsch,36,FMB 101,,,,
22,IBU,1969,Kölsch,257,,Kol' Beer,,,
,IBU,2019,Kölsch,250,,Enlighten,,,
,IBU,2035,Kölsch,33,,Kolschtal Eddy,,,
22,IBU,2055,Kölsch,236,Killer Kolsch,,,,
,IBU,2204,Kölsch,195,,Post Time Kölsch,,,
15,IBU,2217,Kölsch,27,,Honey Kolsch,,,
17,IBU,2309,Kölsch,160,Sunbru Kölsch,,,,
11,IBU,2438,Kölsch,101,Rhode Island Blueberry,,,,
,IBU,2654,Kölsch,5,,32°/50° Kölsch ,,,
17,IBU,2659,Kölsch,4,KSA,,,,
28,IBU,2662,Kölsch,3,,Claritas,,,
0.049,AP,92,Kölsch,119,Colorado Kölsch,,,,
0.05,AP,129,Kölsch,553,Heiner Brau Kölsch,,,,
0.052,AP,178,Kölsch,160,Sunbru Kölsch,,,,
0.05,AP,192,Kölsch,234,Harpoon Summer Beer (2010),,,,
0.048,AP,195,Kölsch,545,Lancaster German Style Kölsch,,,,
0.051,AP,427,Kölsch,179,Sky Blue Golden Ale,,,,
0.051,AP,475,Kölsch,537,Yellowstone Golden Ale,,,,
0.032,AP,550,Kölsch,528,Rocket Girl,,,,
0.049,AP,650,Kölsch,131,Three Kings Ale,,,,
0.052,AP,681,Kölsch,472,,Summertime Ale,,,
0.045,AP,696,Kölsch,441,,Old Town Ale,,,
0.05,AP,769,Kölsch,234,Harpoon Summer Beer (2012),,,,
0.05,AP,1034,Kölsch,240,,Cabrillo Kölsch,,,
0.045,AP,1081,Kölsch,200,,Occidental Kölsch,,,
0.05,AP,1087,Kölsch,468,Side Kick Kölsch,,,,
0.047,AP,1235,Kölsch,125,Love Street Summer Seasonal (2014),,,,
0.053,AP,1300,Kölsch,433,Gateway Kolsch Style Ale,,,,
0.06,AP,1311,Kölsch,323,Geary's Summer Ale,,,,
0.05,AP,1380,Kölsch,234,Harpoon Summer Beer,,,,
0.052,AP,1401,Kölsch,34,Ballast Point Pale Ale,,,,
0.049,AP,1408,Kölsch,414,Kölsch 151,,,,
0.051,AP,1410,Kölsch,412,Sand Island Lighthouse,,,,
0.05,AP,1452,Kölsch,405,,Laimas Kölsch Style Ale,,,
0.045,AP,1514,Kölsch,199,Easy Day Kolsch,,,,
0.043,AP,1535,Kölsch,388,,Kentucky Kölsch,,,
0.045,AP,1552,Kölsch,164,Dog Days Summer Ale,,,,
0.048,AP,1640,Kölsch,353,,Aslan Kölsch,,,
0.05,AP,1798,Kölsch,309,Thanksgiving Ale,,,,
0.047,AP,1816,Kölsch,91,LIFT,,,,
0.048,AP,1864,Kölsch,288,Saint Archer Blonde,,,,
0.048,AP,1968,Kölsch,36,FMB 101,,,,
0.05,AP,1969,Kölsch,257,,Kol' Beer,,,
0.045,AP,2019,Kölsch,250,,Enlighten,,,
0.055,AP,2035,Kölsch,33,,Kolschtal Eddy,,,
0.05,AP,2055,Kölsch,236,Killer Kolsch,,,,
0.05,AP,2204,Kölsch,195,,Post Time Kölsch,,,
0.046,AP,2217,Kölsch,27,,Honey Kolsch,,,
0.052,AP,2309,Kölsch,160,Sunbru Kölsch,,,,
0.046,AP,2438,Kölsch,101,Rhode Island Blueberry,,,,
0.048,AP,2654,Kölsch,5,,32°/50° Kölsch ,,,
0.046,AP,2659,Kölsch,4,KSA,,,,
0.058,AP,2662,Kölsch,3,,Claritas,,,
20,IBU,14,Keller Bier / Zwickel Bier,61,,Hell,,,
35,IBU,2070,Keller Bier / Zwickel Bier,184,Luchesa Lager,,,,
18,IBU,2673,Keller Bier / Zwickel Bier,2,,House Lager,,,
0.051,AP,14,Keller Bier / Zwickel Bier,61,,Hell,,,
0.048,AP,2070,Keller Bier / Zwickel Bier,184,Luchesa Lager,,,,
0.052,AP,2673,Keller Bier / Zwickel Bier,2,,House Lager,,,
,IBU,2591,Kristalweizen,36,Weiss Weiss Baby,,,,
0.045,AP,2591,Kristalweizen,36,Weiss Weiss Baby,,,,
,IBU,326,Light Lager,507,Up River Light,,,,
,IBU,359,Light Lager,145,Sankaty Light Lager,,,,
,IBU,958,Light Lager,299,DAX Light (1998),,,,
,IBU,959,Light Lager,299,Saranac Adirondack Light (2002),,,,
,IBU,1526,Light Lager,390,,Havanüther,,,
,IBU,2024,Light Lager,249,Montauk Light,,,,
13,IBU,2231,Light Lager,129,American Light,,,,
12,IBU,2238,Light Lager,187,Lobo Lito,,,,
,IBU,2275,Light Lager,134,Boxer Light,,,,
,IBU,2338,Light Lager,145,Shark Tracker Light lager,,,,
10,IBU,2345,Light Lager,143,,Gansett Light,,,
,IBU,2358,Light Lager,134,Minhas Light (2012),,,,
0.042,AP,326,Light Lager,507,Up River Light,,,,
0.038,AP,359,Light Lager,145,Sankaty Light Lager,,,,
0.045,AP,958,Light Lager,299,DAX Light (1998),,,,
0.045,AP,959,Light Lager,299,Saranac Adirondack Light (2002),,,,
0.041,AP,1526,Light Lager,390,,Havanüther,,,
0.035,AP,2024,Light Lager,249,Montauk Light,,,,
0.032,AP,2231,Light Lager,129,American Light,,,,
0.04,AP,2238,Light Lager,187,Lobo Lito,,,,
0.042,AP,2275,Light Lager,134,Boxer Light,,,,
0.048,AP,2338,Light Lager,145,Shark Tracker Light lager,,,,
0.037,AP,2345,Light Lager,143,,Gansett Light,,,
0.04,AP,2358,Light Lager,134,Minhas Light (2012),,,,
,IBU,606,Low Alcohol Beer,522,,Scotty K NA,,,
0.001,AP,606,Low Alcohol Beer,522,,Scotty K NA,,,
25,IBU,166,Märzen / Oktoberfest,371,Oktoberfest Lager,,,,
,IBU,307,Märzen / Oktoberfest,392,Santa Fe Oktoberfest,,,,
15,IBU,314,Märzen / Oktoberfest,143,,Narragansett Fest Lager,,,
12,IBU,369,Märzen / Oktoberfest,383,Festie,,,,
25,IBU,417,Märzen / Oktoberfest,44,Oktoberfest Revolution,,,,
15,IBU,456,Märzen / Oktoberfest,131,Point Oktoberfest,,,,
23,IBU,526,Märzen / Oktoberfest,25,,Sun King Oktoberfest (2011),,,
25,IBU,539,Märzen / Oktoberfest,365,,Oktoberfest,,,
23,IBU,874,Märzen / Oktoberfest,25,,Sun King Oktoberfest,,,
25,IBU,930,Märzen / Oktoberfest,165,,Great Crescent Oktoberfest Lager,,,
30,IBU,989,Märzen / Oktoberfest,479,AARGHtoberfest!,,,,
23,IBU,1042,Märzen / Oktoberfest,74,Atom Smasher,,,,
15,IBU,1281,Märzen / Oktoberfest,300,Samuel Adams Octoberfest,,,,
30,IBU,1313,Märzen / Oktoberfest,234,Harpoon Octoberfest,,,,
15,IBU,1357,Märzen / Oktoberfest,131,,Point Oktoberfest,,,
25,IBU,1458,Märzen / Oktoberfest,125,Karbachtoberfest,,,,
,IBU,1482,Märzen / Oktoberfest,309,,Socktoberfest,,,
,IBU,1567,Märzen / Oktoberfest,379,,Autumn Winds,,,
22,IBU,1579,Märzen / Oktoberfest,360,OktoberBeast,,,,
26,IBU,1613,Märzen / Oktoberfest,107,Gyptoberfest,,,,
24,IBU,1617,Märzen / Oktoberfest,326,Morgan Street Oktoberfest,,,,
,IBU,1626,Märzen / Oktoberfest,356,Manayunk Oktoberfest,,,,
22,IBU,1645,Märzen / Oktoberfest,351,Westfield Octoberfest,,,,
21,IBU,1992,Märzen / Oktoberfest,93,Franz,,,,
,IBU,1995,Märzen / Oktoberfest,30,Oktoberfest,,,,
,IBU,2011,Märzen / Oktoberfest,141,Oktoberfest,,,,
40,IBU,2079,Märzen / Oktoberfest,226,,Oktoberfest,,,
,IBU,2373,Märzen / Oktoberfest,43,Oktoberfest,,,,
,IBU,2383,Märzen / Oktoberfest,120,,Oktoberfest,,,
,IBU,2461,Märzen / Oktoberfest,86,,Autumn Winds Fest Beer,,,
0.058,AP,166,Märzen / Oktoberfest,371,Oktoberfest Lager,,,,
,AP,307,Märzen / Oktoberfest,392,Santa Fe Oktoberfest,,,,
0.055,AP,314,Märzen / Oktoberfest,143,,Narragansett Fest Lager,,,
0.048,AP,369,Märzen / Oktoberfest,383,Festie,,,,
0.057,AP,417,Märzen / Oktoberfest,44,Oktoberfest Revolution,,,,
0.057,AP,456,Märzen / Oktoberfest,131,Point Oktoberfest,,,,
0.055,AP,526,Märzen / Oktoberfest,25,,Sun King Oktoberfest (2011),,,
0.059,AP,539,Märzen / Oktoberfest,365,,Oktoberfest,,,
0.055,AP,874,Märzen / Oktoberfest,25,,Sun King Oktoberfest,,,
0.057,AP,930,Märzen / Oktoberfest,165,,Great Crescent Oktoberfest Lager,,,
0.06,AP,989,Märzen / Oktoberfest,479,AARGHtoberfest!,,,,
0.077,AP,1042,Märzen / Oktoberfest,74,Atom Smasher,,,,
0.053,AP,1281,Märzen / Oktoberfest,300,Samuel Adams Octoberfest,,,,
0.055,AP,1313,Märzen / Oktoberfest,234,Harpoon Octoberfest,,,,
0.057,AP,1357,Märzen / Oktoberfest,131,,Point Oktoberfest,,,
0.055,AP,1458,Märzen / Oktoberfest,125,Karbachtoberfest,,,,
0.06,AP,1482,Märzen / Oktoberfest,309,,Socktoberfest,,,
0.058,AP,1567,Märzen / Oktoberfest,379,,Autumn Winds,,,
0.072,AP,1579,Märzen / Oktoberfest,360,OktoberBeast,,,,
0.056,AP,1613,Märzen / Oktoberfest,107,Gyptoberfest,,,,
0.049,AP,1617,Märzen / Oktoberfest,326,Morgan Street Oktoberfest,,,,
0.067,AP,1626,Märzen / Oktoberfest,356,Manayunk Oktoberfest,,,,
0.057,AP,1645,Märzen / Oktoberfest,351,Westfield Octoberfest,,,,
0.052,AP,1992,Märzen / Oktoberfest,93,Franz,,,,
0.055,AP,1995,Märzen / Oktoberfest,30,Oktoberfest,,,,
0.055,AP,2011,Märzen / Oktoberfest,141,Oktoberfest,,,,
0.055,AP,2079,Märzen / Oktoberfest,226,,Oktoberfest,,,
0.062,AP,2373,Märzen / Oktoberfest,43,Oktoberfest,,,,
0.06,AP,2383,Märzen / Oktoberfest,120,,Oktoberfest,,,
0.058,AP,2461,Märzen / Oktoberfest,86,,Autumn Winds Fest Beer,,,
30,IBU,392,Maibock / Helles Bock,545,Rumspringa Golden Bock,,,,
,IBU,504,Maibock / Helles Bock,530,,Roler Bock (Current),,,
,IBU,1181,Maibock / Helles Bock,309,Sockeye Maibock,,,,
,IBU,1919,Maibock / Helles Bock,83,Yonder Bock,,,,
25,IBU,2367,Maibock / Helles Bock,126,,Humbucker Helles,,,
0.066,AP,392,Maibock / Helles Bock,545,Rumspringa Golden Bock,,,,
,AP,504,Maibock / Helles Bock,530,,Roler Bock (Current),,,
0.064,AP,1181,Maibock / Helles Bock,309,Sockeye Maibock,,,,
0.06,AP,1919,Maibock / Helles Bock,83,Yonder Bock,,,,
0.047,AP,2367,Maibock / Helles Bock,126,,Humbucker Helles,,,
,IBU,1371,Mead,422,Green Collar,,,,
,IBU,1372,Mead,422,Yellow Collar,,,,
,IBU,1373,Mead,421,,Black Raspberry Nectar,,,
,IBU,1374,Mead,421,,Sunshine Nectar,,,
,IBU,1375,Mead,421,,Nectar of the Hops,,,
0.059,AP,1371,Mead,422,Green Collar,,,,
0.059,AP,1372,Mead,422,Yellow Collar,,,,
0.08,AP,1373,Mead,421,,Black Raspberry Nectar,,,
0.08,AP,1374,Mead,421,,Sunshine Nectar,,,
0.08,AP,1375,Mead,421,,Nectar of the Hops,,,
,IBU,50,Milk / Sweet Stout,556,Moo Thunder Stout,,,,
20,IBU,102,Milk / Sweet Stout,45,,Buffalo Sweat (2010),,,
,IBU,363,Milk / Sweet Stout,229,,Milkshake Stout,,,
20,IBU,765,Milk / Sweet Stout,45,,Buffalo Sweat,,,
30,IBU,925,Milk / Sweet Stout,412,Lily Flagg Milk Stout,,,,
30,IBU,1775,Milk / Sweet Stout,143,,Autocrat Coffee Milk Stout,,,
,IBU,1797,Milk / Sweet Stout,310,Black Bay Milk Stout,,,,
,IBU,1937,Milk / Sweet Stout,265,Milk Mustachio Stout,,,,
25,IBU,2684,Milk / Sweet Stout,1,,35 K,,,
26,IBU,2691,Milk / Sweet Stout,0,,Maggie's Leap,,,
0.049,AP,50,Milk / Sweet Stout,556,Moo Thunder Stout,,,,
0.05,AP,102,Milk / Sweet Stout,45,,Buffalo Sweat (2010),,,
0.05,AP,363,Milk / Sweet Stout,229,,Milkshake Stout,,,
0.05,AP,765,Milk / Sweet Stout,45,,Buffalo Sweat,,,
0.05,AP,925,Milk / Sweet Stout,412,Lily Flagg Milk Stout,,,,
0.053,AP,1775,Milk / Sweet Stout,143,,Autocrat Coffee Milk Stout,,,
0.05,AP,1797,Milk / Sweet Stout,310,Black Bay Milk Stout,,,,
0.065,AP,1937,Milk / Sweet Stout,265,Milk Mustachio Stout,,,,
0.077,AP,2684,Milk / Sweet Stout,1,,35 K,,,
0.049,AP,2691,Milk / Sweet Stout,0,,Maggie's Leap,,,
21,IBU,23,Munich Dunkel Lager,371,Dunkel Lager,,,,
,IBU,1184,Munich Dunkel Lager,107,,Dirtbag Dunkel,,,
15,IBU,1462,Munich Dunkel Lager,135,Dead Eye Dunkel,,,,
25,IBU,1560,Munich Dunkel Lager,125,Mother in Lager,,,,
0.053,AP,23,Munich Dunkel Lager,371,Dunkel Lager,,,,
0.049,AP,1184,Munich Dunkel Lager,107,,Dirtbag Dunkel,,,
0.06,AP,1462,Munich Dunkel Lager,135,Dead Eye Dunkel,,,,
0.058,AP,1560,Munich Dunkel Lager,125,Mother in Lager,,,,
18,IBU,33,Munich Helles Lager,375,Bikini Blonde Lager,,,,
17,IBU,53,Munich Helles Lager,428,Schlafly Summer Lager,,,,
27,IBU,513,Munich Helles Lager,525,Bomb Lager (Old Recipe),,,,
12,IBU,527,Munich Helles Lager,72,Atwater's Lager,,,,
,IBU,570,Munich Helles Lager,141,Hotter Than Helles Lager,,,,
